I;II;III;IV;V;GS;suma;BP;z-s;Liczba;b³;as;eff%;liczba;b³1;poz%;perf%;liczba1;b³2;blok;Pkt;skut%;eff%1;pkt;wyblok;Nazwisko;Klub;Klucz;Data spotkania
2;2;2;;;-;6;1;5;9;1;0;0%;0;0;-;-;5;0;0;2;40%;40%;4;2;13 Martyna Œwirad ;I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;30.01.2021, 16:00
*;*;*;;;-;0;0;-2;0;0;0;-;12;2;75%;58%;0;0;0;0;-;-;0;0;16 Kinga Drabek (L);I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;30.01.2021, 16:00
3;3;3;;;-;18;7;15;13;0;1;23%;0;0;-;-;25;2;1;15;60%;48%;2;0;18 Gabriela Orvosova ;I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;30.01.2021, 16:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;20 Dominika Witowska ;I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;30.01.2021, 16:00
*;*;1;;;-;6;3;2;3;2;0;-67%;15;1;20%;13%;8;0;1;5;63%;50%;1;1;22 Weronika Szlagowska ;I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;30.01.2021, 16:00
6;6;6;;;-;1;1;1;6;0;0;0%;0;0;-;-;1;0;0;1;100%;100%;0;2;23 Natalia Gajewska ;I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;30.01.2021, 16:00
*;*;*;*;;-;0;0;-1;0;0;0;-;25;1;72%;44%;0;0;0;0;-;-;0;0;1 Maria Stenzel (L);I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;30.01.2021, 15:00
5;6;3;;;-;3;0;2;10;1;0;-10%;0;0;-;-;3;0;0;3;100%;100%;0;0;2 Julia Nowicka ;I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;30.01.2021, 15:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;4 Oliwia Michalak ;I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;30.01.2021, 15:00
1;2;5;3;;-;4;2;1;13;2;0;-15%;0;0;-;-;5;0;1;2;40%;20%;2;4;5 Ma³gorzata Lisiak ;I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;30.01.2021, 15:00
;;;*;;-;1;1;0;3;1;0;-33%;0;0;-;-;6;0;0;1;17%;17%;0;1;6 Anna Lewandowska ;I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;30.01.2021, 15:00
6;1;4;2;;-;15;3;9;14;1;0;-7%;45;0;49%;24%;44;1;4;13;30%;18%;2;0;8 Zuzanna Górecka ;I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;30.01.2021, 15:00
4;5;2;6;;-;6;2;2;6;1;0;-17%;1;1;0%;0%;15;1;1;5;33%;20%;1;3;9 Weronika Centka ;I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;30.01.2021, 15:00
2;3;6;4;;-;17;2;2;10;2;0;-20%;0;0;-;-;48;7;6;16;33%;6%;1;2;12 Veronica Jones-Perry ;I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;30.01.2021, 15:00
3;4;1;5;;-;14;2;7;15;2;0;-13%;19;0;42%;21%;29;0;5;14;48%;31%;0;0;14 Monika Fedusio ;I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;30.01.2021, 15:00
*;*;*;*;;-;0;0;-1;3;0;0;0%;2;0;0%;0%;2;1;0;0;0%;-50%;0;0;20 Justyna Kêdziora ;I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;30.01.2021, 15:00
;;*;1;;-;1;0;-2;8;3;0;-38%;0;0;-;-;2;0;0;1;50%;50%;0;2;22 Oliwia Poreda ;I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;30.01.2021, 15:00
;;*;*;;-;4;4;3;2;0;0;0%;0;0;-;-;9;1;0;3;33%;22%;1;1;24 Paulina Damaske ;I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;30.01.2021, 15:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;1 Katarina Osadchuk ;I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;30.01.2021, 15:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;4 Joanna Pacak ;I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;30.01.2021, 15:00
4;2;4;4;;-;15;4;8;12;2;0;-17%;15;0;67%;20%;35;2;3;13;37%;23%;2;1;6 Aleksandra Wójcik ;I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;30.01.2021, 15:00
1;5;1;1;;-;13;7;6;18;2;0;-11%;36;0;42%;19%;35;3;2;11;31%;17%;2;0;7 Katarina Lazoviæ ;I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;30.01.2021, 15:00
;;;*;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;8 Aleksandra Szczepañska ;I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;30.01.2021, 15:00
5;3;5;5;;-;11;3;11;17;0;1;6%;2;0;0%;0%;17;0;0;7;41%;41%;3;6;9 Nadja Ninkoviæ ;I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;30.01.2021, 15:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;10 Agata Wawrzyñczyk ;I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;30.01.2021, 15:00
6;4;6;6;;-;2;1;1;17;1;1;0%;0;0;-;-;5;0;0;1;20%;20%;0;5;12 Britt Bongaerts ;I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;30.01.2021, 15:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;13 Krystyna Strasz ;I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;30.01.2021, 15:00
2;6;2;2;;-;18;6;17;14;0;0;0%;1;0;100%;0%;17;1;0;10;59%;53%;8;8;15 Klaudia Alagierska ;I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;30.01.2021, 15:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;17 Oliwia Laszczyk (L);I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;30.01.2021, 15:00
3;1;3;3;;-;12;3;7;19;0;0;0%;0;0;-;-;35;3;2;10;29%;14%;2;3;18 Katarzyna Zaroœliñska-Król ;I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;30.01.2021, 15:00
;;;*;;-;1;0;0;0;0;0;-;0;0;-;-;3;1;0;1;33%;0%;0;0;27 Ann Kalandadze ;I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;30.01.2021, 15:00
*;*;*;*;;-;0;0;0;0;0;0;-;17;0;71%;35%;0;0;0;0;-;-;0;0;33 Magdalena Saad (L);I£ Capital Legionovia Legionowo;30.01.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;30.01.2021, 15:00
6;5;6;6;;-;15;10;11;9;4;1;-33%;0;0;-;-;17;0;0;8;47%;47%;6;1;3 Kamila Witkowska ;I£ Capital Legionovia Legionowo;27.10.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;27.10.2020, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;5 Aleksandra Gancarz ;I£ Capital Legionovia Legionowo;27.10.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;27.10.2020, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Julia Pañko ;I£ Capital Legionovia Legionowo;27.10.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;27.10.2020, 20:30
*;;*;;;-;0;0;-1;2;1;0;-50%;0;0;-;-;0;0;0;0;-;-;0;0;7 Weronika Wo³odko ;I£ Capital Legionovia Legionowo;27.10.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;27.10.2020, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;8 Joanna Chor¹¿a ;I£ Capital Legionovia Legionowo;27.10.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;27.10.2020, 20:30
2;1;2;*;;-;8;4;0;8;1;0;-12%;12;0;67%;17%;35;3;4;8;23%;3%;0;1;9 Natalia Murek ;I£ Capital Legionovia Legionowo;27.10.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;27.10.2020, 20:30
*;*;*;*;;-;0;0;-2;0;0;0;-;28;2;57%;29%;0;0;0;0;-;-;0;0;10 Agnieszka Adamek (L);I£ Capital Legionovia Legionowo;27.10.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;27.10.2020, 20:30
1;6;1;1;;-;2;0;1;11;1;0;-9%;0;0;-;-;3;0;0;2;67%;67%;0;2;11 Adrianna Szady ;I£ Capital Legionovia Legionowo;27.10.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;27.10.2020, 20:30
*;*;4;4;;-;6;1;2;6;0;0;0%;0;0;-;-;21;3;1;6;29%;10%;0;0;14 Ma³gorzata Jasek ;I£ Capital Legionovia Legionowo;27.10.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;27.10.2020, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;15 Karolina Pancewicz (L);I£ Capital Legionovia Legionowo;27.10.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;27.10.2020, 20:30
4;3;*;;;-;7;3;2;4;1;0;-25%;0;0;-;-;23;3;1;6;26%;9%;1;3;16 Izabella Rapacz ;I£ Capital Legionovia Legionowo;27.10.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;27.10.2020, 20:30
;*;*;5;;-;2;0;0;6;1;0;-17%;5;0;40%;20%;5;1;0;2;40%;20%;0;0;20 Anna B¹czyñska ;I£ Capital Legionovia Legionowo;27.10.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;27.10.2020, 20:30
3;2;3;3;;-;15;6;12;22;2;1;9%;1;0;100%;0%;15;0;1;10;67%;60%;4;3;22 Karolina Fedorek ;I£ Capital Legionovia Legionowo;27.10.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;27.10.2020, 20:30
5;4;5;2;;-;11;1;10;20;0;0;0%;36;0;58%;19%;31;1;0;11;35%;32%;0;2;23 Paula Czerwiñska ;I£ Capital Legionovia Legionowo;27.10.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;27.10.2020, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;24 Julia Kleszcz ;I£ Capital Legionovia Legionowo;27.10.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;27.10.2020, 20:30
6;1;1;1;;-;1;1;-1;21;1;0;-5%;0;0;-;-;5;1;0;0;0%;-20%;1;0;1 Ewelina Polak ;I£ Capital Legionovia Legionowo;27.10.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;27.10.2020, 20:30
5;6;6;6;;-;10;1;7;12;1;0;8%;1;0;0%;0%;15;0;2;7;47%;33%;3;6;3 Monika Ptak ;I£ Capital Legionovia Legionowo;27.10.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;27.10.2020, 20:30
;*;;;;-;0;0;0;1;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;4 Karolina Bednarek ;I£ Capital Legionovia Legionowo;27.10.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;27.10.2020, 20:30
*;*;4;4;;-;10;4;0;11;3;1;-18%;0;0;-;-;33;4;3;9;27%;6%;0;3;5 Julia Szczurowska ;I£ Capital Legionovia Legionowo;27.10.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;27.10.2020, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Julia Papszun ;I£ Capital Legionovia Legionowo;27.10.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;27.10.2020, 20:30
4;5;;;;-;1;0;-1;2;0;0;0%;13;0;46%;8%;13;1;1;1;8%;-8%;0;0;7 Magdalena Damaske ;I£ Capital Legionovia Legionowo;27.10.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;27.10.2020, 20:30
1;2;2;2;;-;18;11;14;15;0;0;7%;25;1;56%;36%;31;2;1;17;55%;45%;1;4;8 Zuzanna Szperlak ;I£ Capital Legionovia Legionowo;27.10.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;27.10.2020, 20:30
2;3;3;3;;-;10;2;8;13;1;0;0%;1;0;100%;0%;21;0;1;10;48%;43%;0;4;9 Weronika Centka ;I£ Capital Legionovia Legionowo;27.10.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;27.10.2020, 20:30
*;;;;;-;1;1;0;2;1;1;0%;0;0;-;-;0;0;0;0;-;-;0;0;10 Marta Budnik ;I£ Capital Legionovia Legionowo;27.10.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;27.10.2020, 20:30
3;4;*;*;;-;8;3;4;4;0;0;0%;0;0;-;-;20;1;3;8;40%;20%;0;1;12 Monika Ga³kowska ;I£ Capital Legionovia Legionowo;27.10.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;27.10.2020, 20:30
*;*;*;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Julia Mazur (L);I£ Capital Legionovia Legionowo;27.10.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;27.10.2020, 20:30
*;*;*;*;;-;0;0;0;0;0;0;-;15;0;67%;40%;0;0;0;0;-;-;0;0;18 Justyna £ysiak (L);I£ Capital Legionovia Legionowo;27.10.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;27.10.2020, 20:30
*;;*;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;19 Patrycja Chrzan ;I£ Capital Legionovia Legionowo;27.10.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;27.10.2020, 20:30
*;*;5;5;;-;6;4;1;10;2;0;-20%;22;1;50%;23%;17;2;0;4;24%;12%;2;2;20 Oliwia Ba³uk ;I£ Capital Legionovia Legionowo;27.10.2020I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;27.10.2020, 20:30
2;2;4;4;;-;4;1;-1;22;0;0;5%;24;1;58%;29%;16;3;1;4;25%;0%;0;1;2 Martyna Grajber ;I£ Capital Legionovia Legionowo;29.01.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;29.01.2021, 17:30
4;4;6;6;;-;4;2;0;13;2;0;-8%;0;0;-;-;10;2;0;2;20%;0%;2;2;4 Marlena Kowalewska ;I£ Capital Legionovia Legionowo;29.01.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;29.01.2021, 17:30
6;;;;;-;4;2;4;2;0;0;0%;0;0;-;-;4;0;0;3;75%;75%;1;0;5 Agnieszka K¹kolewska ;I£ Capital Legionovia Legionowo;29.01.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;29.01.2021, 17:30
1;1;3;3;;-;16;1;9;13;2;0;-15%;0;0;-;-;37;3;2;16;43%;30%;0;0;6 Jovana Brakocevic-Canzian ;I£ Capital Legionovia Legionowo;29.01.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;29.01.2021, 17:30
;6;2;2;;-;12;5;9;7;3;1;-28%;0;0;-;-;11;0;0;8;73%;73%;3;1;8 Indy Baijens ;I£ Capital Legionovia Legionowo;29.01.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;29.01.2021, 17:30
3;3;5;5;;-;15;8;11;14;1;0;21%;0;0;-;-;21;3;0;12;57%;43%;3;4;9 Iga Wasilewska ;I£ Capital Legionovia Legionowo;29.01.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;29.01.2021, 17:30
*;*;*;*;;-;3;2;3;4;0;0;25%;9;0;56%;44%;2;0;0;2;100%;100%;1;0;11 Martyna £ukasik ;I£ Capital Legionovia Legionowo;29.01.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;29.01.2021, 17:30
5;5;1;1;;-;17;8;12;11;3;1;-9%;20;0;60%;20%;29;0;2;16;55%;48%;0;1;12 Olga Strantzali ;I£ Capital Legionovia Legionowo;29.01.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;29.01.2021, 17:30
*;*;*;*;;-;0;0;-1;0;0;0;-;17;1;53%;29%;0;0;0;0;-;-;0;0;13 Paulina Maj-Erwardt (L);I£ Capital Legionovia Legionowo;29.01.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;29.01.2021, 17:30
*;;*;*;;-;1;1;1;5;0;1;20%;3;0;0%;0%;0;0;0;0;-;-;0;0;14 Natalia Mêdrzyk ;I£ Capital Legionovia Legionowo;29.01.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;29.01.2021, 17:30
;*;;;;-;0;0;-1;0;0;0;-;2;1;50%;50%;0;0;0;0;-;-;0;0;16 Aleksandra ¯urawska (L);I£ Capital Legionovia Legionowo;29.01.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;29.01.2021, 17:30
*;*;*;*;;-;0;0;-1;6;1;0;-17%;0;0;-;-;0;0;0;0;-;-;0;0;17 Paulina Ba³dyga ;I£ Capital Legionovia Legionowo;29.01.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;29.01.2021, 17:30
3;3;3;3;;-;9;2;0;11;3;0;-18%;0;0;-;-;30;4;2;9;30%;10%;0;0;1 Alexandra Dascalu ;I£ Capital Legionovia Legionowo;29.01.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;29.01.2021, 17:30
*;*;*;*;;-;0;0;-1;0;0;0;-;28;1;61%;25%;0;0;0;0;-;-;0;0;3 Monika Jag³a (L);I£ Capital Legionovia Legionowo;29.01.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;29.01.2021, 17:30
5;5;5;5;;-;7;2;6;17;0;1;18%;1;0;0%;0%;10;1;0;6;60%;50%;0;0;4 Marta Pol ;I£ Capital Legionovia Legionowo;29.01.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;29.01.2021, 17:30
2;2;2;2;;-;7;2;5;15;0;1;13%;1;0;0%;0%;7;1;1;3;43%;14%;3;2;5 Magdalena Hawry³a ;I£ Capital Legionovia Legionowo;29.01.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;29.01.2021, 17:30
;;;*;;-;0;0;0;0;0;0;-;2;0;50%;50%;0;0;0;0;-;-;0;0;6 Julia Reszelewska (L);I£ Capital Legionovia Legionowo;29.01.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;29.01.2021, 17:30
6;6;6;6;;-;0;0;0;6;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;2;7 Magdalena Mazurek ;I£ Capital Legionovia Legionowo;29.01.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;29.01.2021, 17:30
4;4;4;4;;-;10;2;5;11;1;0;0%;5;0;20%;0%;30;1;3;8;27%;13%;2;1;8 Ewelina ¯urowska ;I£ Capital Legionovia Legionowo;29.01.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;29.01.2021, 17:30
;*;;*;;-;3;0;3;1;0;0;0%;0;0;-;-;7;0;0;3;43%;43%;0;0;9 Paulina Reiter ;I£ Capital Legionovia Legionowo;29.01.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;29.01.2021, 17:30
;*;;*;;-;0;0;0;0;0;0;-;3;0;33%;0%;0;0;0;0;-;-;0;1;12 Natalia Lijewska ;I£ Capital Legionovia Legionowo;29.01.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;29.01.2021, 17:30
;*;;*;;-;2;1;1;5;1;1;20%;0;0;-;-;2;0;0;1;50%;50%;0;0;14 Agata Michalewicz ;I£ Capital Legionovia Legionowo;29.01.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;29.01.2021, 17:30
1;1;1;1;;-;13;5;4;14;0;0;0%;45;2;47%;24%;38;3;4;13;34%;16%;0;2;15 Regiane Bidias ;I£ Capital Legionovia Legionowo;29.01.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;29.01.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;2 Martyna Grajber ;I£ Capital Legionovia Legionowo;11.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.03.2021, 18:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;4 Marlena Kowalewska ;I£ Capital Legionovia Legionowo;11.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.03.2021, 18:00
3;3;3;;;-;10;3;9;14;1;0;0%;0;0;-;-;12;0;0;8;67%;67%;2;1;5 Agnieszka K¹kolewska ;I£ Capital Legionovia Legionowo;11.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.03.2021, 18:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Jovana Brakocevic-Canzian ;I£ Capital Legionovia Legionowo;11.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.03.2021, 18:00
6;6;6;;;-;13;4;9;12;2;0;8%;0;0;-;-;14;2;0;11;79%;64%;2;1;8 Indy Baijens ;I£ Capital Legionovia Legionowo;11.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.03.2021, 18:00
4;4;4;;;-;8;4;7;15;0;0;13%;7;0;57%;43%;11;1;0;4;36%;27%;4;1;11 Martyna £ukasik ;I£ Capital Legionovia Legionowo;11.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.03.2021, 18:00
5;5;5;;;-;8;4;5;9;2;0;-11%;2;0;50%;0%;16;1;0;4;25%;19%;4;1;12 Olga Strantzali ;I£ Capital Legionovia Legionowo;11.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.03.2021, 18:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;13 Paulina Maj-Erwardt (L);I£ Capital Legionovia Legionowo;11.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.03.2021, 18:00
2;2;2;;;-;14;9;6;15;2;2;0%;20;4;45%;30%;20;0;2;12;60%;50%;0;1;14 Natalia Mêdrzyk ;I£ Capital Legionovia Legionowo;11.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.03.2021, 18:00
*;*;*;;;-;0;0;-3;0;0;0;-;20;3;75%;60%;0;0;0;0;-;-;0;0;16 Aleksandra ¯urawska (L);I£ Capital Legionovia Legionowo;11.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.03.2021, 18:00
1;1;1;;;-;2;2;0;8;1;0;-12%;1;0;100%;100%;8;1;0;1;13%;0%;1;2;17 Paulina Ba³dyga ;I£ Capital Legionovia Legionowo;11.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.03.2021, 18:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;21 Sonia Kubacka ;I£ Capital Legionovia Legionowo;11.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.03.2021, 18:00
1;1;1;;;-;2;1;-1;8;2;1;-12%;0;0;-;-;2;1;0;1;50%;0%;0;0;1 Martyna Gorzkiewicz ;I£ Capital Legionovia Legionowo;11.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.03.2021, 18:00
6;6;6;;;-;3;1;1;9;2;1;-11%;0;0;-;-;9;0;0;2;22%;22%;0;3;2 Katarzyna Urbanowicz ;I£ Capital Legionovia Legionowo;11.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.03.2021, 18:00
*;5;5;;;-;7;5;-1;15;0;4;40%;27;0;37%;11%;17;5;3;3;18%;-28%;0;1;3 Katarzyna Marcyniuk ;I£ Capital Legionovia Legionowo;11.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.03.2021, 18:00
5;;;;;-;0;0;-6;1;1;0;-100%;10;2;40%;20%;4;1;2;0;0%;-75%;0;0;6 Adrianna Kukulska ;I£ Capital Legionovia Legionowo;11.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.03.2021, 18:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;7 Paulina Brzoska ;I£ Capital Legionovia Legionowo;11.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.03.2021, 18:00
*;*;*;;;-;0;0;0;0;0;0;-;14;0;79%;36%;0;0;0;0;-;-;0;0;8 Agata Nowak (L);I£ Capital Legionovia Legionowo;11.03.2021I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;11.03.2021, 18:00
