I;II;III;IV;V;GS;suma;BP;z-s;Liczba;b³;as;eff%;liczba;b³1;poz%;perf%;liczba1;b³2;blok;Pkt;skut%;eff%1;pkt;wyblok;Nazwisko;Klub;Klucz;Data spotkania
2;2;2;2;;-;16;11;11;19;2;2;11%;1;0;0%;0%;12;2;1;7;58%;33%;7;4;1 Judyta Gawlak ;I£ Capital Legionovia Legionowo;27.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;27.02.2022, 18:00
;;*;;;-;3;2;3;0;0;0;-;0;0;-;-;3;0;0;2;67%;67%;1;0;2 Angelika Wystel ;I£ Capital Legionovia Legionowo;27.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;27.02.2022, 18:00
;*;;;;-;1;1;1;2;0;1;50%;0;0;-;-;0;0;0;0;-;-;0;0;3 Amelia Senica ;I£ Capital Legionovia Legionowo;27.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;27.02.2022, 18:00
5;5;5;5;;-;9;4;6;14;1;1;0%;2;1;50%;50%;8;0;1;6;75%;62%;2;2;4 Paulina Brzoska ;I£ Capital Legionovia Legionowo;27.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;27.02.2022, 18:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;5 Agata Michalewicz ;I£ Capital Legionovia Legionowo;27.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;27.02.2022, 18:00
4;4;4;4;;-;15;5;12;21;1;0;0%;15;0;53%;47%;31;0;2;15;48%;42%;0;0;6 Vangeliya Rachkovska ;I£ Capital Legionovia Legionowo;27.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;27.02.2022, 18:00
1;1;1;1;;-;6;4;5;15;0;1;27%;28;0;32%;18%;19;0;1;4;21%;16%;1;1;7 Natalia Skrzypkowska ;I£ Capital Legionovia Legionowo;27.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;27.02.2022, 18:00
*;*;*;*;;-;0;0;0;0;0;0;-;15;0;33%;27%;0;0;0;0;-;-;0;0;8 Agata Nowak (L);I£ Capital Legionovia Legionowo;27.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;27.02.2022, 18:00
3;3;3;3;;-;12;3;5;13;0;0;0%;0;0;-;-;31;5;2;10;32%;10%;2;0;9 Joanna Sikorska ;I£ Capital Legionovia Legionowo;27.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;27.02.2022, 18:00
*;*;*;*;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;13 Monika Jag³a (L);I£ Capital Legionovia Legionowo;27.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;27.02.2022, 18:00
6;6;6;6;;-;5;4;4;15;1;0;7%;0;0;-;-;3;0;0;0;0%;0%;5;1;14 Paulina Zaborowska ;I£ Capital Legionovia Legionowo;27.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;27.02.2022, 18:00
1;1;*;1;;-;7;3;0;14;1;0;-7%;25;0;44%;24%;25;3;3;7;28%;4%;0;1;1 Aleksandra Kaza³a ;I£ Capital Legionovia Legionowo;27.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;27.02.2022, 18:00
6;6;6;6;;-;2;0;0;11;1;0;-9%;0;0;-;-;4;1;0;1;25%;0%;1;2;3 Ewelina Polak ;I£ Capital Legionovia Legionowo;27.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;27.02.2022, 18:00
*;*;1;*;;-;9;3;3;8;2;0;-12%;19;0;47%;37%;18;1;3;9;50%;28%;0;0;5 Martyna Borowczak ;I£ Capital Legionovia Legionowo;27.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;27.02.2022, 18:00
*;*;*;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Julia Mazur (L);I£ Capital Legionovia Legionowo;27.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;27.02.2022, 18:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;8 Magdalena Janiuk ;I£ Capital Legionovia Legionowo;27.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;27.02.2022, 18:00
*;*;*;*;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;10 Karina Chmielewska ;I£ Capital Legionovia Legionowo;27.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;27.02.2022, 18:00
2;2;2;2;;-;11;2;7;13;3;0;-23%;0;0;-;-;15;1;0;9;60%;53%;2;1;11 Dominika Pierzcha³a ;I£ Capital Legionovia Legionowo;27.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;27.02.2022, 18:00
5;5;5;5;;-;2;1;-6;11;5;0;-27%;1;0;0%;0%;10;2;1;1;10%;-20%;1;2;13 Martyna Œwirad ;I£ Capital Legionovia Legionowo;27.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;27.02.2022, 18:00
*;*;*;*;;-;0;0;-2;0;0;0;-;16;2;44%;19%;0;0;0;0;-;-;0;0;16 Kinga Drabek (L);I£ Capital Legionovia Legionowo;27.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;27.02.2022, 18:00
;*;;;;-;1;0;1;0;0;0;-;3;0;33%;0%;1;0;0;1;100%;100%;0;0;17 Koleta £yszkiewicz ;I£ Capital Legionovia Legionowo;27.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;27.02.2022, 18:00
3;3;3;*;;-;5;1;-2;4;0;0;25%;0;0;-;-;19;3;4;5;26%;-11%;0;0;18 Gabriela Orvosova ;I£ Capital Legionovia Legionowo;27.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;27.02.2022, 18:00
*;*;*;3;;-;11;7;5;8;3;1;-25%;0;0;-;-;23;2;1;7;30%;17%;3;1;19 Alina Bartkowska ;I£ Capital Legionovia Legionowo;27.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;27.02.2022, 18:00
4;4;4;4;;-;13;4;2;8;1;0;0%;30;3;47%;27%;34;1;6;13;38%;18%;0;0;22 Weronika Szlagowska ;I£ Capital Legionovia Legionowo;27.02.2022I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;27.02.2022, 18:00
4;;;;;-;0;0;-1;1;1;0;-100%;8;0;38%;0%;4;0;0;0;0%;0%;0;0;1 Marta Wellna ;I£ Capital Legionovia Legionowo;21.01.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.01.2022, 20:30
3;3;*;;;-;3;1;2;3;0;0;0%;0;0;-;-;11;1;0;3;27%;18%;0;1;3 Aleksandra Gromadowska ;I£ Capital Legionovia Legionowo;21.01.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.01.2022, 20:30
;*;*;;;-;0;0;-1;2;1;0;-50%;0;0;-;-;0;0;0;0;-;-;0;0;5 Magdalena Hawry³a ;I£ Capital Legionovia Legionowo;21.01.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.01.2022, 20:30
1;1;6;;;-;11;3;6;7;0;1;14%;10;0;70%;10%;30;4;1;8;27%;10%;2;1;7 Andrea Kossanyiova ;I£ Capital Legionovia Legionowo;21.01.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.01.2022, 20:30
2;2;1;;;-;2;1;0;8;1;1;0%;0;0;-;-;11;1;0;1;9%;0%;0;2;8 Izabela Ba³ucka ;I£ Capital Legionovia Legionowo;21.01.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.01.2022, 20:30
6;;*;;;-;0;0;-1;1;1;0;-100%;0;0;-;-;0;0;0;0;-;-;0;1;11 Adrianna Szady ;I£ Capital Legionovia Legionowo;21.01.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.01.2022, 20:30
*;*;;;;-;0;0;-1;2;0;0;0%;2;0;0%;0%;1;0;1;0;0%;-100%;0;0;13 Joanna Chor¹¿a ;I£ Capital Legionovia Legionowo;21.01.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.01.2022, 20:30
*;*;2;;;-;9;2;6;11;1;1;0%;0;0;-;-;21;0;2;8;38%;28%;0;0;15 Nina Kociæ ;I£ Capital Legionovia Legionowo;21.01.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.01.2022, 20:30
*;*;*;;;-;0;0;-2;0;0;0;-;24;2;33%;0%;0;0;0;0;-;-;0;0;17 Anna Bodasiñska (L);I£ Capital Legionovia Legionowo;21.01.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.01.2022, 20:30
*;6;5;;;-;0;0;0;5;0;0;0%;0;0;-;-;2;0;0;0;0%;0%;0;0;19 Anna Kaczmar ;I£ Capital Legionovia Legionowo;21.01.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.01.2022, 20:30
*;4;3;;;-;9;2;6;9;0;1;33%;19;1;26%;0%;26;0;2;8;31%;23%;0;1;20 Yunieska Robles Batista ;I£ Capital Legionovia Legionowo;21.01.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.01.2022, 20:30
5;5;4;;;-;6;2;1;7;2;0;-28%;2;0;100%;0%;13;0;3;3;23%;0%;3;4;22 Karolina Fedorek ;I£ Capital Legionovia Legionowo;21.01.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.01.2022, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;23 Julia Stancelewska ;I£ Capital Legionovia Legionowo;21.01.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.01.2022, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;2 Gabriela Polañska ;I£ Capital Legionovia Legionowo;21.01.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.01.2022, 20:30
5;5;5;;;-;12;5;10;6;1;1;0%;0;0;-;-;27;0;1;11;41%;37%;0;0;3 Bruna Honorio Marques ;I£ Capital Legionovia Legionowo;21.01.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.01.2022, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;5 Marta Krajewska ;I£ Capital Legionovia Legionowo;21.01.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.01.2022, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Katarzyna Bagrowska ;I£ Capital Legionovia Legionowo;21.01.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.01.2022, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;7 Jelena Blagojeviæ ;I£ Capital Legionovia Legionowo;21.01.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.01.2022, 20:30
1;1;1;;;-;8;5;5;18;2;1;6%;2;0;50%;50%;8;0;1;6;75%;62%;1;3;8 Anna Stencel ;I£ Capital Legionovia Legionowo;21.01.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.01.2022, 20:30
2;2;2;;;-;0;0;-3;14;3;0;-21%;0;0;-;-;1;0;0;0;0%;0%;0;0;10 Katarzyna Wenerska ;I£ Capital Legionovia Legionowo;21.01.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.01.2022, 20:30
*;*;*;;;-;0;0;0;0;0;0;-;12;0;42%;33%;0;0;0;0;-;-;0;0;12 Aleksandra Szczyg³owska (L);I£ Capital Legionovia Legionowo;21.01.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.01.2022, 20:30
;*;;;;-;1;0;1;0;0;0;-;0;0;-;-;0;0;0;0;-;-;1;0;14 Dominika Witowska ;I£ Capital Legionovia Legionowo;21.01.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.01.2022, 20:30
3;3;3;;;-;19;10;13;12;1;0;-8%;14;2;36%;14%;39;1;2;17;44%;36%;2;1;15 Kara Bajema ;I£ Capital Legionovia Legionowo;21.01.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.01.2022, 20:30
*;*;*;;;-;3;1;1;2;0;0;0%;0;0;-;-;9;1;1;3;33%;11%;0;0;16 Izabella Rapacz ;I£ Capital Legionovia Legionowo;21.01.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.01.2022, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;20 Daria Przyby³a (L);I£ Capital Legionovia Legionowo;21.01.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.01.2022, 20:30
6;6;6;;;-;8;2;4;9;2;0;-22%;20;2;25%;10%;16;0;0;7;44%;44%;1;2;27 Ann Kalandadze ;I£ Capital Legionovia Legionowo;21.01.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.01.2022, 20:30
4;4;4;;;-;7;4;6;9;0;1;22%;0;0;-;-;5;1;0;3;60%;40%;3;6;95 Magdalena Jurczyk ;I£ Capital Legionovia Legionowo;21.01.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.01.2022, 20:30
*;*;*;;;-;1;0;1;4;0;0;0%;1;0;100%;0%;1;0;0;0;0%;0%;1;1;98 Julia Biñczycka ;I£ Capital Legionovia Legionowo;21.01.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.01.2022, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Aleksandra Justka (L);I£ Capital Legionovia Legionowo;25.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.02.2022, 17:30
;;*;1;;-;0;0;0;1;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;7 Magdalena Mazurek ;I£ Capital Legionovia Legionowo;25.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.02.2022, 17:30
*;*;*;*;;-;0;0;0;0;0;0;-;29;0;52%;34%;0;0;0;0;-;-;0;0;8 Magdalena Saad (L);I£ Capital Legionovia Legionowo;25.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.02.2022, 17:30
5;5;5;;;-;6;4;-2;7;2;1;-14%;13;0;54%;38%;17;2;4;5;29%;-6%;0;2;9 Zuzanna Szperlak ;I£ Capital Legionovia Legionowo;25.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.02.2022, 17:30
2;2;2;2;;-;8;2;-1;17;0;0;6%;31;2;35%;16%;29;2;5;8;28%;3%;0;0;10 Mariana Cassemiro ;I£ Capital Legionovia Legionowo;25.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.02.2022, 17:30
6;6;6;6;;-;8;3;3;10;0;0;0%;2;0;50%;50%;14;2;3;5;36%;0%;3;5;11 Paulina Majkowska ;I£ Capital Legionovia Legionowo;25.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.02.2022, 17:30
;;*;5;;-;4;2;2;6;0;1;17%;9;1;0%;0%;9;0;1;3;33%;22%;0;1;12 Ani Bozdeva ;I£ Capital Legionovia Legionowo;25.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.02.2022, 17:30
;;;*;;-;1;0;1;2;0;0;50%;0;0;-;-;1;0;0;1;100%;100%;0;0;13 Kinga Ró¿yñska ;I£ Capital Legionovia Legionowo;25.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.02.2022, 17:30
4;4;4;4;;-;20;8;9;13;0;3;31%;0;0;-;-;47;1;10;14;30%;6%;3;4;15 Majka Szczepañska-Pogoda ;I£ Capital Legionovia Legionowo;25.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.02.2022, 17:30
1;1;1;*;;-;3;2;2;12;1;1;0%;0;0;-;-;3;0;0;1;33%;33%;1;3;17 Paulina Ba³dyga ;I£ Capital Legionovia Legionowo;25.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.02.2022, 17:30
3;3;3;3;;-;10;2;8;11;2;0;0%;3;0;0%;0%;17;0;0;9;53%;53%;1;2;18 Leticia Hage ;I£ Capital Legionovia Legionowo;25.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.02.2022, 17:30
1;5;5;5;;-;8;3;4;25;0;1;4%;15;1;33%;13%;19;1;2;6;32%;16%;1;1;2 Martyna Grajber ;I£ Capital Legionovia Legionowo;25.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.02.2022, 17:30
*;*;*;*;;-;0;0;-1;0;0;0;-;20;1;65%;40%;0;0;0;0;-;-;0;0;3 Paulina Maj-Erwardt (L);I£ Capital Legionovia Legionowo;25.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.02.2022, 17:30
5;3;3;3;;-;9;2;7;13;1;0;0%;0;0;-;-;18;1;0;4;22%;17%;5;2;4 Joanna Pacak ;I£ Capital Legionovia Legionowo;25.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.02.2022, 17:30
*;;*;*;;-;0;0;-1;2;0;0;0%;4;1;25%;25%;0;0;0;0;-;-;0;0;5 Pietra Jukoski ;I£ Capital Legionovia Legionowo;25.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.02.2022, 17:30
2;6;6;6;;-;20;12;17;11;1;0;9%;0;0;-;-;22;2;0;11;50%;41%;9;3;6 Kamila Witkowska ;I£ Capital Legionovia Legionowo;25.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.02.2022, 17:30
6;4;4;4;;-;18;6;9;13;2;0;8%;0;0;-;-;35;3;4;13;37%;17%;5;1;7 Valentina Diouf ;I£ Capital Legionovia Legionowo;25.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.02.2022, 17:30
;*;;*;;-;3;1;3;1;0;0;0%;0;0;-;-;4;0;0;3;75%;75%;0;1;8 Weronika Sobiczewska ;I£ Capital Legionovia Legionowo;25.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.02.2022, 17:30
3;1;1;1;;-;5;4;4;13;1;1;0%;0;0;-;-;2;0;0;2;100%;100%;2;1;12 Roberta Ratzke ;I£ Capital Legionovia Legionowo;25.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.02.2022, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;13 Krystyna Strasz (L);I£ Capital Legionovia Legionowo;25.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.02.2022, 17:30
;*;;*;;-;0;0;-1;3;0;0;0%;0;0;-;-;1;1;0;0;0%;-100%;0;0;14 Angelika Gajer ;I£ Capital Legionovia Legionowo;25.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.02.2022, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;15 Klaudia Alagierska ;I£ Capital Legionovia Legionowo;25.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.02.2022, 17:30
;2;;;;-;2;0;-2;2;0;0;0%;9;1;22%;0%;9;2;1;2;22%;-11%;0;1;18 Julita Piasecka ;I£ Capital Legionovia Legionowo;25.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.02.2022, 17:30
4;*;2;2;;-;13;8;7;12;3;1;-17%;26;2;38%;31%;22;0;1;11;50%;45%;1;0;21 Veronica Jones-Perry ;I£ Capital Legionovia Legionowo;25.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;25.02.2022, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Aleksandra Justka (L);I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;06.02.2022, 19:00
*;*;*;*;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;7 Magdalena Mazurek ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;06.02.2022, 19:00
*;*;*;*;;-;0;0;-1;0;0;0;-;22;1;59%;45%;0;0;0;0;-;-;0;0;8 Magdalena Saad (L);I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;06.02.2022, 19:00
6;5;5;5;;-;11;2;-1;9;1;0;-11%;21;1;76%;52%;28;4;6;10;36%;0%;1;2;9 Zuzanna Szperlak ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;06.02.2022, 19:00
3;2;2;2;;-;11;5;2;19;3;1;-5%;38;2;55%;34%;29;3;1;9;31%;17%;1;1;10 Mariana Cassemiro ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;06.02.2022, 19:00
1;6;6;6;;-;5;1;2;12;1;0;0%;1;0;100%;100%;9;1;1;4;44%;22%;1;1;11 Paulina Majkowska ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;06.02.2022, 19:00
*;*;*;*;;-;3;1;3;0;0;0;-;0;0;-;-;8;0;0;3;38%;38%;0;0;12 Ani Bozdeva ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;06.02.2022, 19:00
*;*;*;*;;-;0;0;0;5;0;0;20%;0;0;-;-;0;0;0;0;-;-;0;0;13 Kinga Ró¿yñska ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;06.02.2022, 19:00
5;4;4;4;;-;15;7;2;8;1;0;-12%;0;0;-;-;36;7;5;13;36%;3%;2;1;15 Majka Szczepañska-Pogoda ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;06.02.2022, 19:00
2;1;1;1;;-;1;1;0;22;0;0;9%;0;0;-;-;2;1;0;0;0%;-50%;1;0;17 Paulina Ba³dyga ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;06.02.2022, 19:00
4;3;3;3;;-;10;7;8;10;1;1;10%;1;0;100%;100%;13;1;0;3;23%;15%;6;1;18 Leticia Hage ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;06.02.2022, 19:00
*;*;*;*;;-;0;0;-1;0;0;0;-;20;1;80%;45%;0;0;0;0;-;-;0;0;1 Maria Stenzel (L);I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;06.02.2022, 19:00
3;3;2;3;;-;17;5;11;19;1;0;0%;25;1;48%;32%;33;1;3;15;45%;33%;2;1;2 Danielle Drews ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;06.02.2022, 19:00
;*;1;*;;-;1;1;-2;10;3;0;-10%;0;0;-;-;0;0;0;0;-;-;1;1;3 Naiane De Almeida Rios ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;06.02.2022, 19:00
2;2;;2;;-;0;0;-2;7;2;0;-28%;1;0;0%;0%;0;0;0;0;-;-;0;1;4 Marlena Kowalewska ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;06.02.2022, 19:00
4;4;3;4;;-;10;4;2;12;1;0;-8%;2;0;50%;0%;18;3;4;5;28%;-11%;5;1;5 Agnieszka K¹kolewska ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;06.02.2022, 19:00
5;5;4;5;;-;18;6;9;18;2;1;0%;0;0;-;-;39;5;2;14;36%;18%;3;3;6 Jovana Brakocevic-Canzian ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;06.02.2022, 19:00
1;1;6;1;;-;8;3;5;17;2;1;0%;0;0;-;-;10;1;0;6;60%;50%;1;1;9 Iga Wasilewska ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;06.02.2022, 19:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;10 Katarzyna Po³eæ ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;06.02.2022, 19:00
6;6;5;6;;-;16;9;8;14;4;2;-14%;25;0;60%;48%;23;1;3;13;57%;39%;1;1;11 Martyna £ukasik ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;06.02.2022, 19:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;15 Martyna Czyrniañska ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;06.02.2022, 19:00
*;;;;;-;0;0;-1;0;0;0;-;5;0;60%;40%;1;1;0;0;0%;-100%;0;0;19 Bojana Milenkoviæ ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;06.02.2022, 19:00
*;;;;;-;0;0;0;1;0;0;100%;0;0;-;-;0;0;0;0;-;-;0;0;21 Marta Pol ;I£ Capital Legionovia Legionowo;06.02.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;06.02.2022, 19:00
*;;*;;;-;0;0;0;0;0;0;-;2;0;100%;100%;0;0;0;0;-;-;0;0;2 Martyna Grajber ;I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;3 Paulina Maj-Erwardt (L);I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
*;*;2;;;-;6;3;6;5;0;1;40%;0;0;-;-;4;0;0;3;75%;75%;2;0;4 Joanna Pacak ;I£ Capital Legionovia Legionowo;05.02.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;05.02.2022, 19:00
